0;4.18945;0.00965035;0;0;;
2;4.1893;0.00965171;0.00536206;2.24633e-05;;
3;4.14204;1.44982;0.40809;0.00169058;;
4;4.13727;1.44977;0.810804;0.00335671;;
5;4.13436;1.44975;1.21351;0.00502166;;
6;4.13226;1.44975;1.61622;0.00668575;;
7;4.13029;1.44974;2.01893;0.00834904;;
8;4.12849;1.44975;2.42163;0.0100116;;
9;4.12679;1.44974;2.82434;0.0116735;;
10;4.12523;1.44976;3.22705;0.0133348;;
11;4.1238;1.44976;3.62976;0.0149955;;
12;4.12235;1.44976;4.03247;0.0166556;;
13;4.12101;1.44976;4.43518;0.0183152;;
14;4.11969;1.44977;4.8379;0.0199742;;
15;4.11843;1.44978;5.24061;0.0216328;;
16;4.11721;1.44977;5.64333;0.0232908;;
17;4.11603;1.44977;6.04604;0.0249484;;
18;4.11487;1.44976;6.44875;0.0266055;;
19;4.11377;1.44977;6.85147;0.0282622;;
20;4.11269;1.44976;7.25418;0.0299184;;
21;4.1116;1.44977;7.65689;0.0315742;;
22;4.11056;1.44977;8.05961;0.0332296;;
23;4.10957;1.44976;8.46232;0.0348846;;
24;4.10861;1.44976;8.86503;0.0365392;;
25;4.10766;1.44975;9.26774;0.0381933;;
26;4.10675;1.44976;9.67045;0.0398472;;
27;4.10584;1.44975;10.0732;0.0415006;;
28;4.10491;1.44977;10.4759;0.0431537;;
29;4.10403;1.44976;10.8786;0.0448065;;
30;4.10321;1.44976;11.2813;0.0464589;;
31;4.10235;1.44977;11.684;0.048111;;
32;4.10156;1.44976;12.0867;0.0497627;;
33;4.10075;1.44977;12.4894;0.0514141;;
34;4.09995;1.44976;12.8921;0.0530652;;
35;4.09914;1.44976;13.2949;0.054716;;
36;4.09838;1.44976;13.6976;0.0563665;;
37;4.09764;1.44978;14.1003;0.0580166;;
38;4.09695;1.44977;14.503;0.0596665;;
39;4.09623;1.44977;14.9057;0.0613162;;
40;4.09551;1.44977;15.3084;0.0629655;;
41;4.0948;1.44976;15.7111;0.0646145;;
42;4.09411;1.44977;16.1138;0.0662633;;
43;4.09344;1.44978;16.5166;0.0679117;;
44;4.09277;1.44978;16.9193;0.06956;;
45;4.09215;1.44978;17.322;0.071208;;
46;4.09149;1.44978;17.7247;0.0728557;;
47;4.09086;1.44977;18.1274;0.0745031;;
48;4.09023;1.44978;18.5301;0.0761503;;
49;4.0896;1.44977;18.9329;0.0777973;;
50;4.08903;1.44979;19.3356;0.079444;;
51;4.0884;1.44978;19.7383;0.0810905;;
52;4.08781;1.44978;20.141;0.0827367;;
53;4.08726;1.44978;20.5437;0.0843827;;
54;4.08666;1.44977;20.9464;0.0860284;;
55;4.08618;1.44977;21.3492;0.087674;;
56;4.08559;1.44978;21.7519;0.0893193;;
57;4.08506;1.44977;22.1546;0.0909644;;
58;4.08452;1.44977;22.5573;0.0926093;;
59;4.08399;1.44977;22.96;0.094254;;
60;4.08343;1.44977;23.3627;0.0958985;;
61;4.08294;1.44977;23.7654;0.0975427;;
62;4.08245;1.44978;24.1682;0.0991868;;
63;4.08194;1.44976;24.5709;0.100831;;
64;4.08146;1.44976;24.9736;0.102474;;
65;4.08104;1.44977;25.3763;0.104118;;
66;4.08058;1.44977;25.779;0.105761;;
67;4.08013;1.44975;26.1817;0.107404;;
68;4.07968;1.44976;26.5844;0.109047;;
69;4.07921;1.44977;26.9871;0.11069;;
70;4.07875;1.44976;27.3899;0.112332;;
71;4.07829;1.44977;27.7926;0.113975;;
72;4.0779;1.44977;28.1953;0.115617;;
73;4.07743;1.44977;28.598;0.117259;;
74;4.07698;1.44977;29.0007;0.118901;;
75;4.07658;1.44976;29.4034;0.120543;;
76;4.07615;1.44978;29.8061;0.122184;;
77;4.07577;1.44978;30.2089;0.123826;;
78;4.07533;1.44978;30.6116;0.125467;;
79;4.07491;1.44979;31.0143;0.127108;;
80;4.07449;1.44978;31.417;0.128749;;
81;4.07407;1.44977;31.8197;0.130389;;
82;4.07367;1.44976;32.2224;0.13203;;
83;4.07325;1.44977;32.6251;0.13367;;
84;4.07285;1.44977;33.0279;0.13531;;
85;4.07248;1.44977;33.4306;0.13695;;
86;4.07209;1.44978;33.8333;0.13859;;
87;4.07171;1.44978;34.236;0.14023;;
88;4.07131;1.44978;34.6387;0.14187;;
89;4.07095;1.44977;35.0414;0.143509;;
90;4.07061;1.44978;35.4442;0.145148;;
91;4.07024;1.44979;35.8469;0.146788;;
92;4.06984;1.44978;36.2496;0.148427;;
93;4.06952;1.44978;36.6523;0.150065;;
94;4.06912;1.44977;37.055;0.151704;;
95;4.06873;1.44977;37.4577;0.153343;;
96;4.06839;1.44978;37.8605;0.154981;;
97;4.06804;1.44978;38.2632;0.156619;;
98;4.06766;1.44977;38.6659;0.158257;;
99;4.06732;1.44977;39.0686;0.159895;;
100;4.06702;1.44978;39.4713;0.161533;;
101;4.06668;1.44978;39.874;0.163171;;
102;4.06632;1.44978;40.2767;0.164809;;
103;4.06605;1.44978;40.6795;0.166446;;
104;4.06571;1.44977;41.0822;0.168083;;
105;4.06538;1.44978;41.4849;0.169721;;
106;4.06508;1.44978;41.8876;0.171358;;
107;4.06475;1.44978;42.2903;0.172995;;
