0 errors cleared
t=0 V=4.16656 A=0.00953903 W=0.0397449 mAh_cumul=0 Wh_cumul=0 
t=2 V=4.16655 A=0.00955282 W=0.0398023 mAh_cumul=0.00530712 Wh_cumul=2.21124e-05 
t=3 V=4.20205 A=0.520832 W=2.18856 mAh_cumul=0.149983 Wh_cumul=0.000630046 
t=4 V=4.19893 A=0.520453 W=2.18535 mAh_cumul=0.294553 Wh_cumul=0.00123709 
t=5 V=4.19958 A=0.520393 W=2.18543 mAh_cumul=0.439107 Wh_cumul=0.00184415 
t=6 V=4.20014 A=0.52038 W=2.18567 mAh_cumul=0.583657 Wh_cumul=0.00245128 
t=7 V=4.20061 A=0.520378 W=2.18591 mAh_cumul=0.728206 Wh_cumul=0.00305848 
t=8 V=4.20104 A=0.520376 W=2.18612 mAh_cumul=0.872755 Wh_cumul=0.00366573 
t=9 V=4.20146 A=0.520371 W=2.18632 mAh_cumul=1.0173 Wh_cumul=0.00427304 
t=10 V=4.20186 A=0.519247 W=2.1818 mAh_cumul=1.16154 Wh_cumul=0.0048791 
t=11 V=4.20202 A=0.512826 W=2.15491 mAh_cumul=1.30399 Wh_cumul=0.00547768 
t=12 V=4.20198 A=0.506788 W=2.12951 mAh_cumul=1.44476 Wh_cumul=0.00606922 
t=13 V=4.20203 A=0.501444 W=2.10708 mAh_cumul=1.58405 Wh_cumul=0.00665452 
t=14 V=4.20205 A=0.495837 W=2.08353 mAh_cumul=1.72179 Wh_cumul=0.00723328 
t=15 V=4.20202 A=0.49073 W=2.06206 mAh_cumul=1.8581 Wh_cumul=0.00780607 
t=16 V=4.20201 A=0.485773 W=2.04122 mAh_cumul=1.99304 Wh_cumul=0.00837308 
t=17 V=4.20201 A=0.480872 W=2.02063 mAh_cumul=2.12661 Wh_cumul=0.00893436 
t=18 V=4.20202 A=0.476181 W=2.00092 mAh_cumul=2.25889 Wh_cumul=0.00949017 
t=19 V=4.20204 A=0.471829 W=1.98264 mAh_cumul=2.38995 Wh_cumul=0.0100409 
t=20 V=4.20201 A=0.46767 W=1.96515 mAh_cumul=2.51986 Wh_cumul=0.0105868 
t=21 V=4.20204 A=0.463764 W=1.94875 mAh_cumul=2.64868 Wh_cumul=0.0111281 
t=22 V=4.20204 A=0.459783 W=1.93203 mAh_cumul=2.7764 Wh_cumul=0.0116648 
t=23 V=4.20205 A=0.456061 W=1.91639 mAh_cumul=2.90308 Wh_cumul=0.0121971 
t=24 V=4.20204 A=0.452462 W=1.90126 mAh_cumul=3.02877 Wh_cumul=0.0127252 
t=25 V=4.20205 A=0.449143 W=1.88732 mAh_cumul=3.15353 Wh_cumul=0.0132495 
t=26 V=4.20205 A=0.44617 W=1.87483 mAh_cumul=3.27746 Wh_cumul=0.0137703 
t=27 V=4.20211 A=0.442968 W=1.8614 mAh_cumul=3.40051 Wh_cumul=0.0142873 
t=28 V=4.20208 A=0.439714 W=1.84771 mAh_cumul=3.52265 Wh_cumul=0.0148006 
t=29 V=4.20209 A=0.436677 W=1.83496 mAh_cumul=3.64395 Wh_cumul=0.0153103 
t=30 V=4.20208 A=0.433422 W=1.82127 mAh_cumul=3.76435 Wh_cumul=0.0158162 
t=31 V=4.20205 A=0.430084 W=1.80723 mAh_cumul=3.88381 Wh_cumul=0.0163182 
t=32 V=4.20205 A=0.427402 W=1.79596 mAh_cumul=4.00254 Wh_cumul=0.0168171 
t=33 V=4.20205 A=0.424524 W=1.78387 mAh_cumul=4.12046 Wh_cumul=0.0173126 
t=34 V=4.20207 A=0.421733 W=1.77215 mAh_cumul=4.23761 Wh_cumul=0.0178049 
t=35 V=4.20207 A=0.419139 W=1.76125 mAh_cumul=4.35404 Wh_cumul=0.0182941 
t=36 V=4.20208 A=0.416395 W=1.74973 mAh_cumul=4.4697 Wh_cumul=0.0187802 
t=37 V=4.20202 A=0.413572 W=1.73784 mAh_cumul=4.58458 Wh_cumul=0.0192629 
t=38 V=4.20203 A=0.411033 W=1.72717 mAh_cumul=4.69876 Wh_cumul=0.0197427 
