0 errors cleared
t=0 V=3.58561 A=0.00818283 W=0.0293404 mAh_cumul=0 Wh_cumul=0 
t=2 V=3.58556 A=0.00817963 W=0.0293286 mAh_cumul=0.00454424 Wh_cumul=1.62936e-05 
t=3 V=3.59878 A=0.218794 W=0.787391 mAh_cumul=0.0653203 Wh_cumul=0.000235013 
t=4 V=3.59878 A=0.213621 W=0.768775 mAh_cumul=0.12466 Wh_cumul=0.000448562 
t=5 V=3.59878 A=0.20993 W=0.755492 mAh_cumul=0.182973 Wh_cumul=0.000658421 
t=6 V=3.5988 A=0.206887 W=0.744545 mAh_cumul=0.240442 Wh_cumul=0.000865239 
t=7 V=3.59878 A=0.203635 W=0.732838 mAh_cumul=0.297007 Wh_cumul=0.0010688 
t=8 V=3.59877 A=0.200982 W=0.723288 mAh_cumul=0.352836 Wh_cumul=0.00126972 
t=9 V=3.59874 A=0.198739 W=0.71521 mAh_cumul=0.408041 Wh_cumul=0.00146839 
t=10 V=3.59875 A=0.196613 W=0.707561 mAh_cumul=0.462656 Wh_cumul=0.00166493 
t=11 V=3.59879 A=0.194574 W=0.700231 mAh_cumul=0.516704 Wh_cumul=0.00185944 
t=12 V=3.59877 A=0.192451 W=0.692587 mAh_cumul=0.570163 Wh_cumul=0.00205183 
t=13 V=3.59877 A=0.190395 W=0.685188 mAh_cumul=0.62305 Wh_cumul=0.00224216 
t=14 V=3.59875 A=0.188224 W=0.677371 mAh_cumul=0.675335 Wh_cumul=0.00243031 
t=15 V=3.59875 A=0.186308 W=0.670476 mAh_cumul=0.727087 Wh_cumul=0.00261656 
t=16 V=3.59875 A=0.184808 W=0.665078 mAh_cumul=0.778422 Wh_cumul=0.0028013 
t=17 V=3.59878 A=0.183103 W=0.658947 mAh_cumul=0.829284 Wh_cumul=0.00298434 
t=18 V=3.59875 A=0.181727 W=0.65399 mAh_cumul=0.879764 Wh_cumul=0.00316601 
t=19 V=3.59877 A=0.180146 W=0.648304 mAh_cumul=0.929805 Wh_cumul=0.00334609 
t=20 V=3.59875 A=0.178507 W=0.642402 mAh_cumul=0.97939 Wh_cumul=0.00352454 
t=21 V=3.59872 A=0.177153 W=0.637524 mAh_cumul=1.0286 Wh_cumul=0.00370163 
t=22 V=3.59873 A=0.176042 W=0.633528 mAh_cumul=1.0775 Wh_cumul=0.00387761 
t=23 V=3.59878 A=0.17484 W=0.629211 mAh_cumul=1.12607 Wh_cumul=0.00405239 
t=24 V=3.59874 A=0.173478 W=0.624302 mAh_cumul=1.17425 Wh_cumul=0.0042258 
t=25 V=3.59878 A=0.172586 W=0.621099 mAh_cumul=1.2222 Wh_cumul=0.00439833 
t=26 V=3.59877 A=0.171482 W=0.617124 mAh_cumul=1.26983 Wh_cumul=0.00456976 
t=27 V=3.59877 A=0.170368 W=0.613115 mAh_cumul=1.31715 Wh_cumul=0.00474007 
t=28 V=3.59876 A=0.169186 W=0.60886 mAh_cumul=1.36415 Wh_cumul=0.00490919 
t=29 V=3.59879 A=0.168214 W=0.605367 mAh_cumul=1.41088 Wh_cumul=0.00507735 
t=30 V=3.59878 A=0.166891 W=0.600604 mAh_cumul=1.45723 Wh_cumul=0.00524418 
t=31 V=3.59876 A=0.16557 W=0.595847 mAh_cumul=1.50323 Wh_cumul=0.0054097 
t=32 V=3.59875 A=0.164512 W=0.592038 mAh_cumul=1.54892 Wh_cumul=0.00557415 
t=33 V=3.59875 A=0.163682 W=0.589051 mAh_cumul=1.59439 Wh_cumul=0.00573778 
t=34 V=3.59876 A=0.162686 W=0.585468 mAh_cumul=1.63958 Wh_cumul=0.00590041 
t=35 V=3.59875 A=0.161728 W=0.582019 mAh_cumul=1.68451 Wh_cumul=0.00606208 
t=36 V=3.59874 A=0.160785 W=0.578623 mAh_cumul=1.72917 Wh_cumul=0.00622281 
t=37 V=3.59876 A=0.159726 W=0.574816 mAh_cumul=1.77354 Wh_cumul=0.00638248 
t=38 V=3.59874 A=0.158992 W=0.572171 mAh_cumul=1.8177 Wh_cumul=0.00654142 
t=39 V=3.59877 A=0.158288 W=0.569642 mAh_cumul=1.86167 Wh_cumul=0.00669965 
t=40 V=3.59877 A=0.157361 W=0.566306 mAh_cumul=1.90538 Wh_cumul=0.00685696 
t=41 V=3.59876 A=0.156641 W=0.563713 mAh_cumul=1.94889 Wh_cumul=0.00701354 
t=42 V=3.59876 A=0.155468 W=0.559492 mAh_cumul=1.99208 Wh_cumul=0.00716896 
t=43 V=3.59877 A=0.154787 W=0.557043 mAh_cumul=2.03507 Wh_cumul=0.00732369 
t=44 V=3.59877 A=0.154128 W=0.554671 mAh_cumul=2.07789 Wh_cumul=0.00747777 
t=45 V=3.59875 A=0.153178 W=0.551249 mAh_cumul=2.12044 Wh_cumul=0.00763089 
t=46 V=3.59877 A=0.152415 W=0.548507 mAh_cumul=2.16278 Wh_cumul=0.00778326 
t=47 V=3.59874 A=0.151525 W=0.545299 mAh_cumul=2.20487 Wh_cumul=0.00793473 
t=48 V=3.59872 A=0.150857 W=0.542892 mAh_cumul=2.24677 Wh_cumul=0.00808553 
t=49 V=3.59874 A=0.150324 W=0.540977 mAh_cumul=2.28853 Wh_cumul=0.0082358 
t=50 V=3.59874 A=0.150122 W=0.54025 mAh_cumul=2.33023 Wh_cumul=0.00838587 
t=51 V=3.59876 A=0.149494 W=0.537993 mAh_cumul=2.37175 Wh_cumul=0.00853531 
t=52 V=3.59876 A=0.148641 W=0.534923 mAh_cumul=2.41304 Wh_cumul=0.0086839 
t=53 V=3.59874 A=0.14784 W=0.532038 mAh_cumul=2.45411 Wh_cumul=0.00883169 
t=54 V=3.59874 A=0.147129 W=0.529479 mAh_cumul=2.49498 Wh_cumul=0.00897877 
t=55 V=3.59878 A=0.146717 W=0.528002 mAh_cumul=2.53573 Wh_cumul=0.00912544 
t=56 V=3.59878 A=0.146122 W=0.525861 mAh_cumul=2.57632 Wh_cumul=0.00927151 
t=57 V=3.59875 A=0.145473 W=0.523521 mAh_cumul=2.61673 Wh_cumul=0.00941693 
t=58 V=3.59876 A=0.144908 W=0.521489 mAh_cumul=2.65698 Wh_cumul=0.00956179 
t=59 V=3.59876 A=0.144416 W=0.519719 mAh_cumul=2.6971 Wh_cumul=0.00970616 
t=60 V=3.59877 A=0.14393 W=0.517971 mAh_cumul=2.73708 Wh_cumul=0.00985004 
t=61 V=3.59874 A=0.142994 W=0.514598 mAh_cumul=2.7768 Wh_cumul=0.00999298 
t=62 V=3.59875 A=0.142347 W=0.512271 mAh_cumul=2.81634 Wh_cumul=0.0101353 
t=63 V=3.59874 A=0.14186 W=0.510517 mAh_cumul=2.85575 Wh_cumul=0.0102771 
t=64 V=3.59876 A=0.141461 W=0.509084 mAh_cumul=2.89504 Wh_cumul=0.0104185 
t=65 V=3.59877 A=0.140965 W=0.507301 mAh_cumul=2.9342 Wh_cumul=0.0105594 
t=66 V=3.59874 A=0.140743 W=0.506497 mAh_cumul=2.97329 Wh_cumul=0.0107001 
t=67 V=3.59876 A=0.140057 W=0.504032 mAh_cumul=3.0122 Wh_cumul=0.0108401 
t=68 V=3.59874 A=0.139436 W=0.501794 mAh_cumul=3.05093 Wh_cumul=0.0109795 
t=69 V=3.59875 A=0.138854 W=0.499701 mAh_cumul=3.0895 Wh_cumul=0.0111183 
t=70 V=3.59872 A=0.138556 W=0.498624 mAh_cumul=3.12799 Wh_cumul=0.0112568 
t=71 V=3.59873 A=0.138159 W=0.497197 mAh_cumul=3.16637 Wh_cumul=0.0113949 
t=72 V=3.59873 A=0.137482 W=0.494761 mAh_cumul=3.20456 Wh_cumul=0.0115324 
t=73 V=3.59876 A=0.137061 W=0.49325 mAh_cumul=3.24263 Wh_cumul=0.0116694 
t=74 V=3.59876 A=0.136662 W=0.491814 mAh_cumul=3.28059 Wh_cumul=0.011806 
t=75 V=3.59876 A=0.136326 W=0.490605 mAh_cumul=3.31846 Wh_cumul=0.0119423 
t=76 V=3.59877 A=0.135686 W=0.488303 mAh_cumul=3.35615 Wh_cumul=0.0120779 
t=77 V=3.59873 A=0.1354 W=0.487268 mAh_cumul=3.39376 Wh_cumul=0.0122133 
t=78 V=3.59878 A=0.135301 W=0.486919 mAh_cumul=3.43134 Wh_cumul=0.0123485 
t=79 V=3.59879 A=0.134822 W=0.485196 mAh_cumul=3.46879 Wh_cumul=0.0124833 
t=80 V=3.59876 A=0.134282 W=0.483249 mAh_cumul=3.5061 Wh_cumul=0.0126175 
